2019-01-21 16:41:33.511780
#,Who,=,*,A,B,C,D,E
3044,zhongson2125,1128,,364,764,,,
3049,Amr.Fahim,1126,,408,718,,,
3049,Ashot_27,1126,,340,-1,786,,
3049,rohith267,1126,,464,662,,,
3052,sam_jn,1124,,436,688,,,
3053,johnf30945,1122,,472,650,,,
3053,Loftier,1122,,420,702,-1,,
3053,Nafis.Shahriar,1122,,474,648,,,
3056,kozlosoft,1120,,380,740,,,
3056,KareemGhorab,1120,,244,876,,,
3056,nancheng58,1120,,458,662,,,
3056,svr58,1120,,294,-2,826,,
3060,ram_2580,1118,,440,678,,,
3060,youssefbou62,1118,,424,694,,,
3060,user4852,1118,,360,758,,,
3060,lacrimak,1118,,482,,636,,
3064,Zez,1116,,408,708,-1,,
3064,dedeomkar,1116,,388,728,,,
3064,_reggaeshark_,1116,,348,768,,,
3064,h_z_y,1116,,452,664,,,
3064,Yunlong_Li,1116,,,,1116,-6,
3064,dlopatin,1116,,412,704,,,
3070,saiful_alamcse,1114,,440,674,,,
3070,nash99,1114,,264,850,,,
3070,Joel_Li,1114,,294,820,,,
3070,yuki1997,1114,,364,750,-1,-3,
3070,xaku,1114,,428,686,,,
3070,radu_msk,1114,,486,628,,,
3070,1640616850,1114,,330,784,,,
3070,Onizuka,1114,,450,664,,,
3078,gunny,1112,,336,776,,,
3078,Myxx_,1112,,324,788,,,
3078,newbie2015,1112,,474,638,,,
3078,kimgongju,1112,,336,776,,,
3078,Ivan_Dunko,1112,,292,820,-3,,
3078,MaybE_Tree,1112,,434,678,,,
3084,Bogdy_P,1110,,402,708,,,
3084,sureshupadhyay900,1110,,374,736,,,
3084,upbeat,1110,,310,800,,,
3084,sahilbatra,1110,,382,728,,,
3084,Jorge213,1110,,394,716,,,-1
3089,xxgodxx,1108,,294,814,,,
3089,Pole_star,1108,,324,784,,,
3091,mdrehanzeya,1106,,358,748,-1,,
3091,smPrac,1106,+1,426,680,,,
3091,jagat777,1106,,356,750,,,
3091,warrior001,1106,,360,746,,,
3091,azlz,1106,,394,712,,,
3096,vladvladvlad,1104,,372,732,-1,,
3096,The_Wanderer,1104,,428,676,,,-1
3096,Bhugol,1104,,354,750,,,
3096,kakajan,1104,,422,682,,,-1
3096,xqbf,1104,,390,714,,,
3096,PrixFiesta,1104,,370,734,-3,,
3096,akshay_1,1104,,310,794,,,
3103,vaibhavvasant1705,1102,-1,364,788,,,
3103,woshimolei,1102,,476,626,,,
3105,swust5120171204,1100,,476,624,,,
3105,mufaddalnaya,1100,,368,732,,,
3105,YDDDD,1100,,474,626,,,
3105,flash_back,1100,,270,830,,,
3109,KaranKapoor28,1098,,478,620,,,
3109,varund01,1098,,476,622,,,
3109,19991121,1098,,466,632,,,
3112,Alireza_Keshavarz,1096,,408,688,,,
3112,kkva,1096,,482,614,,,
3112,tusharsk,1096,,484,612,,,
3112,uj007,1096,,452,644,,,
3116,lvjia8021,1094,,470,624,,,
3116,codANANDam,1094,,444,650,,,
3116,Panelatta,1094,,442,652,,,
3119,wuzj,1092,,420,672,,,
3119,AS_Hely,1092,,374,718,,,
3121,shivam5285,1090,,394,696,,,
3122,duynm619,1088,,338,750,,,
3122,shahianshu,1088,,308,780,,,
3122,Zombie358,1088,,280,808,,,
3122,Dishoom88,1088,,428,660,,,
3126,ThePaperKites,1086,,450,636,,,
3126,psychic_hypno,1086,,330,756,,,
3126,haitai,1086,,336,750,,,
3126,t.kas9mbek,1086,,190,896,,,
3126,Mellor,1086,,380,706,,-1,
3126,chuntspi,1086,,282,804,,-1,
3132,Guozhicheng,1084,,388,696,,,
3132,geetu123,1084,,368,716,,,
3132,swust5120175180,1084,,412,672,,,
3132,Shome,1084,-1,370,764,-2,,
3136,Mr_patel11,1082,,442,640,,,
3136,nik-in-au,1082,,330,752,,,
3136,nagasaisujan160998,1082,,486,596,,,
3136,kartikstud,1082,,352,730,,,
3140,bpard123,1080,,316,764,,,
3140,Rishabh_Bhaai4,1080,,412,668,,,
3140,yomo22,1080,,306,774,,,
3140,Ovi_Antor075,1080,,408,672,,,
3144,i_satyavrat,1078,,206,872,,,
3144,dp18,1078,,352,726,,,
3144,shahdhairya678,1078,,400,678,,,
3147,Panchjanya,1076,,324,752,,,
3147,sudhanshuyadav509,1076,,376,700,,,
3147,coolabhi_1729,1076,,460,616,,,
3150,mangoicecream,1074,,252,822,,,
3150,Noobieraj,1074,,406,668,,,
3150,_R_peggy,1074,,404,670,,,
3150,mijatolaxD,1074,,316,758,,-4,
3150,ramanmehta7,1074,,370,704,,,
3150,abhinav_cipher,1074,,362,712,,,
3150,mbansal8058,1074,,442,632,,,
3157,harshitgakhar201,1072,,428,644,,,
3157,nothisname,1072,,336,736,,,
3157,WaitingForTheEnd,1072,,276,796,,,
3157,LiqgNonqfu,1072,,422,650,,,
3157,dancingline,1072,,432,640,,,
3162,EndlessWars,1070,,418,652,,,
3162,abhishalya,1070,,274,796,,,
3162,Sparkler,1070,,150,920,,,
3165,khaledrezk,1068,,220,848,,,
3165,zekaI,1068,,376,692,,,
3165,harramkhor,1068,,396,672,,,
3165,ijratnakar,1068,,402,666,,,
3169,persistent_try,1066,,340,726,,,
3169,break_point,1066,,484,582,,,
3169,Ruchit.s,1066,,406,660,,,
3169,noobie_singh,1066,,454,612,,,
3169,Rvess,1066,,366,-1,700,,
3169,sarthak2007,1066,,400,666,,,
3169,WA_then_cry,1066,,458,608,,,
3169,kodi_17,1066,,362,704,,,
3177,Denis_proger,1064,,466,598,-1,,
3177,amankrsingh,1064,,362,702,,,
3177,deermen001,1064,,416,648,,,
3180,Ruchi_nitd,1062,,150,912,,,
3180,ashish.lists,1062,,250,812,,,
3180,yuShaf,1062,,378,684,,,
3180,xgsteins,1062,,470,592,,,
3184,Def4ULt,1060,,252,808,,,
3184,AryaKnight,1060,,268,792,-3,,
3184,TheScienceGuy,1060,,320,740,,,
3184,alamin39,1060,,282,778,,,
3184,kumaranoop900,1060,,414,646,,,
3184,NikitaDIgal,1060,,338,722,,,
3184,AFreeMan,1060,,374,686,-1,,
3184,ZeyadN,1060,,480,580,,,
3192,violet.evergarden,1058,,278,780,,,
3192,grandmaster,1058,,270,788,,-1,
3192,Darweish,1058,,352,706,,,
3192,white.lion,1058,,390,668,,,
3192,Lobanov_VAVKO,1058,,426,632,,,
3197,aDanil,1056,,406,650,,,
3197,qq523616234,1056,,402,654,,,
3197,Maurice_Moss,1056,,224,832,,,
3197,nandonathaniel,1056,,430,626,,,
3197,heyuhhh,1056,,238,818,,,
3197,A--o_o--A,1056,-4,364,892,,-4,
3203,raihan.raka,1054,,150,904,,,
3203,Nanako,1054,,474,580,,,
3203,Md.Shahriaz_Montakim,1054,,440,614,,,
3203,w80707,1054,,424,630,,,
3207,Simon_Francis,1052,,410,642,,,
3207,adithya.samavedhi,1052,,264,788,,,
3207,CE15039,1052,-1,356,746,,,
3207,konark199,1052,,388,664,,,
3207,loqiu,1052,,376,676,,,
3212,reaperdarkshadow,1050,,468,582,-3,,
3212,prince9,1050,,310,740,,,
3212,srbcheema1,1050,,376,674,-2,,
3212,lys013,1050,,366,684,,,
3212,Yume_Ayasaki,1050,,466,584,,,
3217,Prakash_Gatiyala,1048,,472,576,,,
3217,AlexThunder602,1048,,274,774,,,
3217,ealjkj,1048,,308,740,,,
3217,status_coding,1048,,376,672,,,
3221,_bob_the_builder,1046,,322,724,,,
3221,keegi9,1046,,278,768,,,
3221,IshakDervisevic,1046,,402,644,,,-2
3221,swust_Mannix,1046,,420,626,,,
3221,CHAOSCONTROL,1046,,372,674,,,
3221,QAQ1,1046,,374,672,,,
3221,prkhrsrvstv1,1046,,434,612,-2,,
3228,Ace_Monster,1044,,402,642,,,
3228,Anish_ubuntu,1044,,464,580,-1,,
3228,ElegantSound,1044,,332,712,,,
3228,sabertooth,1044,,236,808,,,
3228,100110100,1044,,270,774,,,
3228,alaeddinesleimi,1044,,380,664,,,
3228,HarendraSingh22,1044,,406,638,,,
3235,unac,1042,,302,740,,,
3235,mykBthwl,1042,,150,892,,,
3235,spongeb0b,1042,,366,676,,,
3235,zeeron209,1042,,330,712,,,
3239,Edwardwsb,1040,,466,574,,,
3239,Lorando,1040,,314,726,,,
3239,jiachou,1040,,372,668,,,
3239,Maanas0411,1040,,458,582,,,
3239,Ahriman,1040,,362,678,,-1,
3244,I_love_Hai_Yen,1038,,416,622,,,
3244,pal_soumya,1038,,366,672,,,
3244,wuzhiwen,1038,,412,626,,,
3247,UrX,1036,,284,752,,,
3248,potter1024,1034,,150,884,-1,,
3249,top_shutee4ka,1032,,360,672,,,
3249,wjx-1365719732,1032,,444,588,,,
3249,sumit.kumar,1032,,378,654,,,
3249,arinm,1032,,368,664,,,
3249,marajul88,1032,,272,760,,,
3254,jinli_,1030,,400,630,,,
3254,dharmeshprataps,1030,,390,640,,,
3254,s6088,1030,,150,880,,,
3257,Elluran,1028,,354,674,,,
3257,Proma,1028,,406,622,,,-1
3259,nreshtpushpan,1026,,466,560,,,
3259,killer999,1026,,310,716,,,
3259,cgfs10000,1026,,326,700,,,
3262,codificare,1024,,396,628,,,
3262,lanyanzhiji,1024,,368,656,,,
3262,Bedo_Sayed,1024,,324,700,,,
3262,nisho_rumon,1024,,392,632,,,
3266,16321,1022,,272,750,,,
3266,AlwaysGreen,1022,,386,636,,,
3268,ayushvermaslp,1020,-1,400,670,,,
3268,lakshaysinghla,1020,,272,748,,,
3270,Zykd,1018,,170,848,,,
3270,VankineeniTawrun249,1018,,474,544,,,
3272,edge555,1016,,260,756,,,
3273,spartan_go,1014,,352,662,,,
3273,nikita4109,1014,,330,684,,,
3273,qingchexx,1014,,462,552,,,
3273,fly48432,1014,,420,594,,,
3273,Gargera,1014,,380,634,,,
3278,Crazy_gamer,1012,,192,820,-1,,
3278,SAIFUR_IIT-JU,1012,,246,766,,-3,
3278,jtang,1012,,220,792,,,
3278,anikett12,1012,,464,548,,,
3278,Sixpathsguy,1012,,216,796,,,
3283,Kana,1010,,450,560,,,
3283,NAbdulla,1010,,150,860,,,
3283,siruiyang_sry,1010,,252,758,-7,,
3283,seedkin,1010,,408,602,,,
3287,ZindagiMeBasAishChahiye,1008,,198,810,,,
3287,youseong,1008,,456,552,,,
3287,thesparkboy,1008,,-1,-1,1008,,
3290,wnpccc,1006,,438,568,,,
3290,Hans_Moe,1006,,392,614,,,
3290,Yichuan_Sun,1006,,342,664,,,
3290,noMath,1006,,380,626,-1,,
3290,DebugSter,1006,,242,764,,,
3295,sharmadhruv17011999,1004,,302,702,,,
3295,tongzichen,1004,,380,624,,,
3295,davidlescano,1004,,256,748,,,
3295,gp131415,1004,,414,590,,,
3299,r9729104234,1002,,394,608,,,
3299,huangsy,1002,,450,552,,,
3299,swust5120177231,1002,,390,612,,,-1
3299,Eevangelion,1002,,428,574,,,
3303,YouKnowNothing_JonSnow,1000,,490,510,,,
3303,msr_login,1000,,392,608,,,
3305,TarudoYem,998,,480,518,,,
3305,Artorianus,998,,302,696,,,
3307,jswwsj,996,,468,528,,,
3307,fascineted,996,,224,772,,,
3307,BrehamPie,996,,476,520,,,
3310,rishabkhincha,994,,396,598,,,
3310,Viviane1999,994,,328,666,,,
3310,vamnnit21,994,,238,756,,,
3313,xiaowei123,992,,344,648,,,
3313,tirtha_24,992,,438,554,,,
3313,ddatsko010101,992,,482,510,,,-2
3316,III_Wolverine_III,990,,358,632,,,
3316,DJachenko,990,,492,498,,,
3316,ujjwal_sri,990,,314,676,,,
3319,recurze,988,,492,496,,,
3319,sakshi_taparia,988,,478,510,,,
3319,slim_shady42,988,,410,578,,,
3319,chenkl1995,988,,248,740,,,
3319,YouG22,988,,244,744,,,
3324,missman,986,,352,634,,,
3324,_Fizzz_,986,,400,586,,,
3324,z26y25,986,,392,594,,,
3324,sourabhnagar1999,986,,416,570,,,
3324,dpipi7,986,,470,516,-1,,
3329,dIE_hArD,984,,466,518,,,
3329,yikang2018610,984,,404,580,,,
3329,kli,984,,354,630,,,
3329,qwe,984,,458,526,,,
3329,viftode4,984,,466,518,,,
3329,zl666,984,,292,692,,,
3329,harshitjindal2000,984,,434,550,,,
3329,hello_lippy,984,,414,570,,,
3337,ecjtu17czh,982,,418,564,,,
3337,averkepasa,982,,442,540,,,
3339,dipta10,980,,156,824,,,
3339,more-981630,980,,276,704,,,
3341,anilsomisetty,978,,362,616,,,
3341,mariaayanyan,978,,440,538,,,
3341,yash_kumbhani,978,,418,560,,,
3341,wmj6,978,,360,618,,,
3345,Steve_bm,976,,452,524,,,
3345,Suleyman.A,976,,420,556,,,
3345,ZakharBotanich,976,,470,506,,,
3345,ChrysD,976,,416,560,,,
3349,doroteo,974,,344,630,,,
3349,NicholaZ,974,,316,658,,,
3349,shanj,974,,192,782,,,
3349,Rishabhj,974,,386,588,,,
3349,raju,974,,476,498,,,
3349,rushi3007,974,,384,590,,,
3355,manubhai8876,972,,440,532,,,
3355,Husain_Hirani,972,,318,654,-1,,
3355,imran_shuvo,972,,368,604,,,
3355,erkam,972,,220,752,,,
3359,Captain_7,970,,482,488,,,
3359,doesitlooklikeicare,970,,490,480,,,
3359,nikita.shevchenko,970,,150,820,,,
3359,__LazyCoder__,970,,246,724,,,
3359,Van_Vanich,970,,468,502,,,
3359,NoNoiseNewyork,970,,330,640,,,
3365,manjpatel,968,,364,604,,,
3366,Pegion33,966,,228,738,,,
3366,vinamrabathwal99,966,,150,816,,,
3366,furiouslad23,966,,150,816,,,
3369,problem_solved,964,,208,756,,,
3369,mentality,964,,424,540,,,
3369,devanshagrawal,964,,394,570,,,
3372,1710252529,962,,384,578,,,
3372,skys,962,+3,-1,662,,,
3372,nnnnnnnnnnnnn,962,,318,644,,,
3372,zhanghuimeng,962,,330,632,-1,,
3372,Gywndolin,962,,398,564,,,
3377,kumarsagar640,960,,372,588,,,
3377,hello_darling,960,,,960,,,
3377,giang.best.1,960,,-1,960,-1,,
3380,OctoBronze,958,,162,796,,,
3380,gospelslide,958,,336,622,,,
3380,azadkumar,958,,466,492,,,
3383,anish_sk,956,,312,644,,,
3383,Jasmit63,956,,180,776,,,
3383,shanto_kundu,956,,212,744,,,
3383,ojas_bansal,956,,460,496,,,
3387,starrats,954,,356,598,-2,,
3387,chezoya,954,,386,568,,,
3389,nonlosa,952,,466,486,,,
3389,Anton_S,952,,338,614,,,
3389,ale,952,,-2,952,-1,-1,
3392,Infidelis,950,,150,800,,,
3392,Chanddeepak,950,,220,730,,,
3392,crazy__1234,950,,150,800,,,
3395,Heymeka,948,,478,470,,,
3395,tushar_1997,948,,-1,948,,,
3395,dreamer_98,948,,398,550,,,
3395,sugar123,948,,150,798,,,
3395,shade33,948,,-4,948,,,-1
3400,Clerc,946,,308,638,,,
3400,rsingh20,946,,452,494,,,
3400,AltEsc,946,,246,700,,,
3400,PlayGlassBall,946,,474,472,,-1,
3404,qilip,944,,430,514,,,
3404,joydip007x,944,,236,708,,,
3404,Amritanshu_7,944,,334,610,,,
3404,OeS,944,,310,634,,,
3404,N.N_2004,944,,328,616,,,
3404,code_report,944,,482,462,,-3,
3410,mash97,942,,214,728,,,
3410,Deep_123,942,,462,480,,,
3412,Ahmad_Abudray3,940,,342,598,,,
3412,MJR69,940,,,940,,,
3412,adityasingh.1397,940,,-1,940,,,
3412,kvaluruk,940,,-1,940,,,-1
3416,nikitos_meloman,938,,280,658,,,
3416,Z_yh,938,,174,764,,,
3416,M1T,938,,324,614,,,
3416,ice8scream,938,,258,680,,,
3420,person123,936,,308,628,,,
3420,ACji,936,,404,532,,,
3422,siddharthpogul1999,934,-2,482,552,,-1,
3422,kcf,934,,186,748,,,
3422,pranto_RUET,934,,150,784,,,
3422,Hope_Y,934,,286,648,,,
3426,archit4077sh,932,,204,728,,,
3426,houzhibin,932,,328,604,,,
3426,ShowStopper728,932,,372,560,,,
3426,vkjha1010,932,,330,602,,,
3426,Vertex_ALX,932,,-1,932,,,
3431,mlxlx,930,,316,614,,,
3432,rishigarg0709,928,,436,492,,,
3433,kansalanmol0609,926,,266,660,,,
3433,pishbeenZ,926,,306,620,,,
3435,kk611,924,,432,492,,,
3435,victory_vivek,924,,376,548,,,
3435,ucanyiit,924,,-2,924,,-8,
3438,dasfex,922,,406,516,,,
3438,Mercury_Lc,922,,458,464,,,
3438,phoenix_rishabh,922,,338,584,,,
3438,LightWant,922,,230,692,,,
3442,dk1108,920,,208,712,,,
3442,karan2dec,920,,-1,920,,,
3442,fe4r133S,920,,-2,920,-1,,
3442,akj_j,920,,-1,920,,,
3442,revas09,920,,158,762,,,
3447,artv,918,,254,664,,,
3447,solidhtwoo,918,,226,692,,,
3447,henucm,918,,418,500,,,
3447,dhruv_997,918,,-2,-3,918,,
3451,markussie,916,,-1,916,,-1,
3451,vodd_17,916,,310,606,,,
3451,zhangjiusi,916,,368,548,,,
3451,raunaqroxx,916,,360,556,,,
3455,faisaljabet,914,,364,550,,,
3455,aman_goyal,914,,374,540,,,
3455,4ul_sharma,914,,272,642,,,
3455,akash_sharma100,914,,286,628,,,
3455,FEDIKUS,914,,150,764,,,
3455,a1204675546,914,,282,632,,,
3461,mu_mimo,912,,272,640,,,
3461,Su_Y,912,,440,472,,,
3461,georgeoctavian,912,,-2,912,,,
3461,fertilewaif,912,,368,544,,,
3461,whyonlylim,912,,,912,,,
3461,Valeria_Grigoruants,912,,356,556,,,
3461,moreharder,912,,298,614,,,
3461,Kirill0534,912,,328,584,,,
3469,mbakalov,910,,354,556,,,
3469,taolahung01,910,,468,442,,,
3471,mohit_10,908,,188,720,,,
3471,NahidReza,908,,438,470,,,
3471,wolfdan666,908,,424,484,,,
3471,ilkerkosaroglu,908,,-1,908,-1,,
3471,uz2ee,908,,456,452,,,
3476,rajpatel_28,906,,404,502,,,
3476,krark,906,,412,494,,,
3476,Fokinell,906,,,-6,906,,
3476,timish_04,906,,446,460,,,
3476,abhishekroy98,906,,182,724,,,
3481,Onward,904,,192,712,,,
3481,xXLucarioXx,904,,-4,904,,,
3481,priyanshu_98,904,,432,472,-1,,
3484,B_oost,902,,250,652,,,
3484,GREcoder,902,,374,528,,,
3486,geezers,900,,462,438,,,
3486,Avish79,900,,252,648,,,
3486,caihua,900,,390,510,,,
3486,XC__,900,,-1,900,,,
3490,krhythm32,898,,348,550,,,
3490,sorry_saktiman,898,,-1,898,,,
3492,vigneshwaran34,896,,392,504,,,
3492,angry_Dmitry,896,,-2,896,,,
3492,Divi_09,896,,-1,896,,,
3495,namankathu16,894,,408,486,,,
3496,Grigor01,892,,290,602,,,
3496,NinjaInPyjamas,892,,-1,892,,,-3
3496,kiwiyou,892,,,892,,,-2
3496,I_and_i,892,,368,524,,,
3496,SamuelLim,892,,-1,892,,,
3496,pratik8798,892,,,892,,,
3502,iAmrifat,890,,382,508,,,
3502,aakarsh2126,890,,378,512,,,
3504,w_t,888,,412,476,,,
3504,M......,888,,-5,888,,,
3504,cackrogt93,888,,340,548,,,
3504,X-33,888,,378,510,,,
3508,58132134,886,,268,618,-1,-4,
3508,nok_nok,886,,384,502,,,
3510,ecjtu17zhangxu,882,,294,588,,,
3510,vardan1012,882,,472,410,,,
3510,anshul0915,882,,468,414,,,
3513,shreyansh08,880,,212,668,,-1,
3513,Baker_vai,880,,440,440,,,
3513,RedD,880,,-3,880,,,
3513,vedha,880,,288,592,,,
3513,sravan98,880,,-2,880,,,
3513,VeNoOM,880,,-1,880,,-5,
3513,liuxx,880,,-1,880,,,-1
3513,kt0107,880,,262,618,,,
3521,akshat99,878,,368,510,,,
3521,QAQ2,878,,446,432,,,
3521,manaranjanfav,878,,,878,,,
3524,WildArchmage,876,,238,638,,,
3524,sitaula98458,876,,432,444,,,
3524,babilonglong,876,,-1,876,,,
3524,Code0,876,,-1,876,,,
3528,mandy_26,874,,278,596,,,
3529,Kuzan,872,,-2,872,,,
3529,AskedHerOut,872,,-4,872,,,
3529,anmoljain1207,872,,-2,872,,,
3532,keshu6598,870,,476,394,,,
3533,NoOne-.-,868,,,868,,,
3533,satyajeetkumar499,868,,-1,868,,,
3533,MahmoudHussien,868,,,868,,,
3536,Rain_Bow,866,,264,602,,,
3537,Faisal..Ahmed,864,,390,474,,,
3537,ericxiao,864,,-4,864,,,
3537,Ab.Sultan,864,,,864,,,
3540,vikr_182,862,,-1,862,,,
3540,obeliks,862,,224,638,,,
3542,izumiQR,860,,-2,860,,,
3542,IcEater,860,,278,582,,,
3542,new_bie_always,860,,,860,,,
3542,ashishkr23438,860,,478,382,,,
3546,Mohammed_Atef_Hassan,856,,,856,,,
3547,2017224405,854,,150,704,,,
3547,namanbansal013,854,,-1,854,-1,,
3547,hardy40,854,,264,590,,,
3550,t1war1,852,,-1,852,,,
3550,zupiter,852,,480,372,,,
3550,pkpraduman19980808,852,,-3,852,,,
3553,anurag124,850,,368,482,,,
3554,karan_c,848,,212,636,,,
3554,st1vdy,848,,-1,848,,,
3554,apugoneappu,848,,314,534,,,
3557,MaximG,846,,356,490,,,
3558,Quartermelon,844,,,844,,-2,
3558,aschugunov,844,,396,448,,,
3558,zmagzhanz,844,,170,674,,,-1
3561,diveshuttam,842,,298,544,,,
3561,just_try,842,+2,150,542,,,
3563,thedarkworld,840,,-1,840,,,
3563,aspatelakbar,840,,-1,840,,,
3565,Mukundan314,838,,-3,838,,,-2
3565,Ziax,838,,-5,838,,,
3567,kaplanyb,836,,-2,836,,,
3567,golu20174024,836,,,836,,,
3567,wdzs,836,,-2,836,-2,,
3567,unstoppable_N,836,,,836,,,
3571,Bazalt,834,,420,414,,,
3571,vera2005,834,,332,502,,,
3571,si_gerlian,834,,-1,,834,,-3
3571,naeeem,834,,162,672,,,
3575,c0gn1,832,,180,652,,,
3576,romil172,830,,194,636,,,
3577,PolyAtomicIon,826,,384,442,,,
3577,asd3136396,826,,374,452,,,
3579,sushkov.pv,824,,212,612,,,
3579,Nowshad,824,,314,510,,,
3579,flast9421,824,,206,618,,,
3579,luismarioram,824,,260,564,,,
3583,bahakrut,822,,202,620,,,
3583,Ser_Khalik,822,,348,474,,,
3583,Black_Archer,822,,334,488,,,
3586,moreiralucas,820,,,820,,,
3586,oscurota,820,,188,632,,,
3586,nrg22,820,,-2,820,-4,,
3589,GGMU,818,,296,522,,,
3589,ryan07,818,,-1,818,,,
3589,vedant_,818,,-1,818,,,
3589,ala-Arya,818,,378,440,,,
3593,TiTan_Nayan,816,,392,424,,,
3593,kaium.,816,,-3,816,,,
3593,Bondy28,816,,,816,,,
3593,Shivam98,816,,-1,816,,,
3593,hemant_019,816,,-2,816,,,
3598,prakash11,814,,-1,814,,,
3598,Croods,814,,-1,814,-1,,
3600,droidbond,812,,-1,812,,,
3600,_op.z,812,,150,662,,,
3602,JackLiMors,808,,-1,808,,,
3602,Historia_,808,,172,636,,,
3602,Mr_Cyborg,808,,,808,,,
3602,gretel,808,,250,558,-1,,
3602,MalivuK,808,,-4,808,,,
3602,anurag11699,808,,-2,808,,,
3602,Subhashis_CSE,808,,408,400,,,
3602,Rg_747,808,,224,584,,,
3610,piyush123,806,,300,506,,,
3611,LuckyCipher,804,,446,358,,,
3611,yeongmo,804,,-7,804,,,-3
3611,bp_ZHD_qd,804,,-1,804,,,
3611,dedsec7,804,,328,476,,,
3615,_rango,802,,280,522,,,
3615,hg__,802,,-4,802,,,
3617,FelixMP,800,,164,636,,-6,
3618,abhinash2k16,798,,-3,798,,,
3618,trunghieurikikudo99,798,,-20,798,,,
3620,decrypto96,796,,234,562,,-1,
3620,shade34,796,,-1,796,,,
3620,tusharagrawal8484,796,,466,330,,,
3620,lprashant94,796,,-2,796,,,-2
3624,coder_doze,794,,392,402,,,
3624,zengge,794,,-2,794,,-3,
3624,kumarshobhit1998,794,,,794,-1,,
3624,viju,794,,226,568,,,
3628,thvadora,792,,-4,792,,,
3628,nigolekaf,792,,-1,792,,,
3628,kou1,792,,-1,792,,,
3631,felicity,790,,-1,790,,,
3631,teexone,790,,176,614,,,
3633,aditya305,788,,-1,788,,,
3634,Illedan,786,,486,300,,-2,
3634,singh.surajkk4,786,,-1,786,,,
3636,drozdilla,784,,-4,784,,,
3636,abutocf_,784,,388,396,,,
3636,Darkece,784,,-1,784,,,
3636,riyasnh,784,,-1,784,,,
3640,AskedMeOut,782,,-1,782,,,
3640,m_goyal,782,,476,306,,,
3642,xyloto,780,,-2,780,,,
3642,knight_rider,780,,,780,,,
3642,Judasayonara,780,,308,472,,,
3642,lldxflwb,780,,448,332,,,
3642,Rango_,780,,,780,,,
3642,wangxwgk,780,,466,314,,,
3648,acepeak3,778,,-1,778,,,
3648,arobindo,778,,454,324,,,
3648,harshaa_23,778,,-3,778,,,
3648,eugalt,778,,150,628,,,
3648,kyle201817146,778,,466,312,-5,,
3648,lfforu,778,,-1,778,,,
3654,dodo00700,776,,,776,,,
3654,nimishkapoor,776,,-1,776,,,
3654,ranper777,776,,-1,776,,,
3654,SeeYouSoon,776,,476,300,,,
3654,surasnayak,776,,262,514,,,
3659,novice_coder31,772,,-1,772,,,
3659,utkarshyadavin,772,,-2,772,,,
3659,wongdark2017,772,,-1,772,,,
3659,sudan_sahab,772,,-1,772,,,
3659,arrayslayer,772,,472,300,,,
3664,Guendabiaani,770,,428,342,-1,,
3664,rohit7ks,770,,302,468,,,
3666,crazy_soul,768,,-4,768,,,
3666,blitzbiene,768,,-3,768,,,
3666,timWargon,768,,-1,768,,,
3666,krea7or,768,,,768,-1,,
3670,tumaryuido,766,,-12,766,,,
3671,hotash_coder,764,,-1,764,,,
3671,sschscctn,764,,-1,764,,,
3671,aca123321,764,,-1,764,,,
3671,ironic,764,,-2,764,,,
3675,wanderer163,762,,248,514,,,
3676,bugs_Funny,760,,-3,760,,,
3676,verma_ankit484,760,,-1,760,,,
3676,argmarvelous,760,,-2,760,,,
3679,CoodeForces,758,,386,372,,-2,
3679,Tymon555,758,,-3,758,,,
3681,LilMeyer,756,,-1,756,,,
3681,freshwind11,756,,392,364,,,
3681,Salim_jnu,756,,-2,756,,,
3681,tushartyagi,756,,-3,756,,,
3685,14given,754,,284,470,,,
3686,bgilja,752,,262,490,,,
3686,avinash_ujjain,752,,-3,752,,,
3686,ww117755,752,,-1,752,,,
3689,fzulinxin,750,,326,424,,,
3689,r0uxt1,750,,450,300,,,
3691,pcelly1498,748,,-2,748,,,
3691,karan1808,748,,214,534,,,
3691,CalCuUuS,748,,-1,748,,,
3694,snapdragon3101,744,,294,450,,,
3694,rharry,744,,-1,744,,,
3694,troublefish,744,,,744,,,
3694,vivek_4_0,744,,192,552,,,
3694,pc_wallace,744,,-1,744,,,-2
3699,Maverick139,742,,-1,742,,,
3699,JHzzzzZ,742,,318,424,,,
3699,igorqs,742,,-4,742,,,
3702,lie_b,738,,-5,738,,,
3702,pyqjw,738,,412,326,,,
3702,yoyoman1,738,,418,320,,,
3702,UoU,738,,,738,,,
3706,Administrators,736,,372,364,,,
3706,code__champ,736,,-1,736,,,
3708,abir_075,734,,-3,734,,,
3708,younesbmz,734,,-1,734,,,
3710,dev_gupta,732,,-5,732,,,
3710,AW_Flister,732,,150,582,,,
3710,PlAyEr230,732,,-2,732,,,
3713,nafkhanzam,730,,,730,,,
3713,Nucleist,730,,150,580,,,
3713,I_love_wongdark2017,730,,-1,730,-1,,
3713,Rea1,730,,-1,730,,,
3713,Squirrel_girl,730,,278,452,,,
3713,sanusaurav8082,730,,-1,730,,,
3719,san9407,728,,-2,728,,,
3719,phelps28,728,,-1,728,,,
3721,Brijesh1in,726,,-6,726,,,
3722,ibrahim.islam2017,724,,-1,724,,,
3722,barnwal_1503,724,,-3,724,,,
3724,Gilgamesh_01,720,,-4,720,,,
3724,vagrancy_and_human,720,,150,570,,,
3724,BrokenAI,720,,-2,720,,,
3724,wanza,720,,-5,720,,,
3728,Bat454,718,,380,338,,,
